Prince Ewar Island,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Nova Scotia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
New Brunswick,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ontario,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"403,940","376,812","410,011","449,952","517,521","505,388","637,308","543,666","523,739","515,195","478,584","731,365","380,640","378,652","431,138","463,780","504,234","550,619","662,637","569,080","526,070","481,175","483,086","785,376","369,743","388,774","464,486","473,900","508,395","574,445","621,508","585,093","554,102","477,533","507,240","808,751","384,322","400,306","495,050","473,231","566,828","642,853","602,823","655,564","573,412","497,552","560,823","773,805","420,423","442,959","484,613","492,287","609,974","592,612","654,321","681,272","548,810","554,036","569,960","739,316","454,979","430,258","475,487","509,697","618,809","603,169","682,453","650,597","561,173","559,092","527,472","754,694","469,171","434,103","493,150","534,624","604,910","609,338","758,767","636,827","597,028","595,177","560,241","837,270","459,646","462,684","520,432","575,625","582,610","637,145","774,217","648,244","636,727","582,079","570,811","903,878","435,926","485,703","588,125","545,700","659,613","738,220","707,636","726,280","636,520","576,981","646,379","822,163","493,725","483,912","612,538","538,716","748,652","678,799","713,032","786,716","636,230","607,898","657,455","822,726","509,670","491,809","554,148","594,373","720,177","709,642","774,336","773,990","650,870","646,729","648,211","895,935","528,155","501,439","578,639","619,799","745,585","733,178","828,674","799,885","704,360","682,385","663,184","954,925","541,137","553,244","633,214","652,672","744,985","801,251","870,815","789,725","743,336","684,572","697,909","1,041,486","522,753","555,204","654,827","678,297","754,087","831,908","897,393","820,110","786,025","685,086","713,933","1,037,943","560,991","566,626","713,981","624,736","814,301","872,667","879,327","990,018","775,117","714,091","773,326","994,164","583,129","581,894","675,973","695,925","835,496","862,586","936,995","946,683","774,112","745,363","791,146","1,010,793","619,665","623,960","728,247","717,843","844,952","923,645","1,022,121","894,531","811,412","792,771","808,359","1,045,726"
Manitoba,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"28,453","33,773","35,794","39,139","44,589","48,259","51,549","45,697","40,006","41,850","41,926","58,516","30,586","32,287","38,165","40,402","41,876","49,853","50,101","47,438","41,096","42,345","42,212","61,501","33,309","33,395","38,862","42,645","47,935","52,156","53,381","50,791","44,066","44,745","44,395","65,943","34,310","35,277","42,248","45,830","50,386","56,428","58,249","53,914","45,568","47,799","46,663","68,401","36,831","39,020","44,201","47,455","53,540","60,061","60,846","57,674","48,685","50,854","51,769","71,013","38,569","40,576","46,859","49,785","56,681","63,333","65,353","58,762","54,506","52,254","51,227","73,134","39,737","41,669","49,863","51,146","58,300","61,773","64,574","60,227","49,997","54,251","53,372","72,934","38,941","43,778","48,072","52,823","59,233","64,787","66,661","62,958","54,580","54,807","54,082","76,544","43,076","46,832","52,053","53,684","60,970","70,281","71,180","66,614","55,583","57,827","55,854","80,516","43,628","47,549","55,650","53,703","63,279","72,228","71,350","71,634","58,043","60,014","58,854","81,237","45,470","47,699","54,069","57,762","66,691","72,044","72,904","71,810","59,981","63,892","64,293","82,948","46,052","49,060","57,875","60,753","69,223","76,205","77,172","70,406","63,775","64,476","63,802","88,043","48,652","50,912","60,102","59,443","70,872","78,159","75,509","72,961","63,271","64,736","70,907","86,532","50,255","52,315","58,333","63,495","72,668","81,085","78,159","78,728","64,838","65,621","64,797","89,953","50,143","51,960","63,780","63,381","74,968","80,849","79,673","79,283","62,144","67,247","69,484","92,984","50,180","50,730","61,065","64,499","76,887","81,609","82,570","79,832","60,935","65,968","65,089","89,136","49,972","54,552","67,001","66,916","72,850","94,258","96,654","85,801","73,113","72,369","67,296","92,746"
Saskatchewan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"27,022","25,638","26,137","33,604","33,230","34,156","46,124","42,010","32,026","34,778","31,672","47,555","25,510","26,431","32,502","32,980","35,080","37,599","49,616","40,256","34,126","33,176","32,467","52,730","25,687","26,774","32,947","35,160","36,842","40,671","48,252","43,379","39,905","32,882","37,255","51,901","28,673","29,519","37,788","36,445","41,385","46,559","50,826","49,328","40,293","37,218","42,436","54,501","32,552","33,249","39,137","37,061","49,055","45,713","55,738","54,975","42,064","42,405","42,476","54,200","37,902","34,351","40,200","40,939","49,451","49,718","59,949","56,953","44,232","44,419","41,532","58,472","29,374","35,070","43,604","42,117","46,581","48,443","66,032","47,814","45,053","47,370","44,230","62,255","35,776","35,695","43,062","45,744","48,258","51,510","66,061","51,100","50,301","46,757","45,370","69,402","27,077","29,250","47,910","46,939","53,631","60,883","65,843","63,824","53,506","47,059","51,745","62,907","40,653","39,723","49,189","46,476","59,210","59,915","66,317","67,739","50,402","49,597","57,430","62,100","43,088","41,305","49,040","52,701","59,212","60,614","70,800","66,489","56,400","55,407","55,002","69,394","44,202","46,461","49,716","55,915","65,671","68,596","76,734","73,932","59,396","61,261","57,617","77,600","47,361","47,717","57,628","59,592","70,468","78,886","76,660","70,491","59,721","60,660","60,527","76,902","44,288","45,644","58,863","55,791","70,452","76,689","77,131","73,440","58,781","62,560","61,607","81,986","50,320","49,192","61,253","62,628","82,205","82,885","87,065","80,330","61,474","69,635","65,790","90,366","50,030","50,559","59,318","67,835","81,285","73,379","90,761","73,537","61,619","67,404","66,076","88,963","49,243","53,531","71,682","75,450","86,543","103,415","102,639","90,952","79,386","81,504","70,234","96,849"
Alberta,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"83,282","87,523","94,313","110,541","114,068","117,701","135,139","114,321","106,993","113,104","107,259","171,451","81,720","82,957","102,175","107,235","116,880","128,257","144,950","125,832","118,761","118,164","119,702","187,317","90,985","101,212","118,230","133,009","145,622","151,599","158,925","153,684","140,356","128,050","140,291","220,358","113,284","116,045","139,468","146,081","153,615","167,977","176,034","171,491","156,337","153,983","164,071","239,997","123,088","137,861","162,551","149,399","191,678","191,551","193,388","198,832","160,325","171,569","165,406","234,385","145,939","139,320","155,012","174,230","207,232","211,101","232,620","199,782","169,465","174,562","162,898","246,509","144,102","147,650","155,358","177,358","178,609","196,895","221,993","182,302","179,996","190,132","179,356","260,180","140,385","146,293","159,298","187,491","199,814","209,612","225,867","197,284","197,784","184,157","174,196","271,828","143,124","155,529","180,673","170,687","194,803","217,101","213,983","197,479","182,692","175,548","184,196","253,537","130,479","151,745","171,678","161,796","208,051","207,790","215,024","226,064","198,578","207,913","203,584","246,298","153,146","168,181","181,486","190,621","229,894","234,684","240,502","232,352","198,923","220,115","202,189","287,245","163,417","169,536","193,703","203,859","243,701","241,728","260,223","240,942","210,417","234,561","211,662","295,890","166,596","202,395","229,699","220,966","244,217","244,667","263,138","235,013","224,179","227,180","212,644","297,233","163,347","181,475","207,932","216,132","250,785","256,202","270,959","254,194","225,973","216,318","222,030","306,482","159,049","174,018","204,039","198,176","253,198","259,125","264,074","251,339","210,486","219,859","227,579","313,527","174,497","174,768","215,476","231,900","275,229","256,790","258,152","264,746","219,284","227,352","225,843","306,931","180,994","188,723","227,168","257,166","290,936","304,034","312,160","280,461","252,379","269,451","259,077","368,513"
British Columbia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"155,550","145,837","166,310","181,745","192,133","196,616","245,423","202,847","179,751","190,388","166,328","250,523","143,475","152,534","182,482","187,272","199,488","201,419","248,729","219,921","200,534","191,431","179,885","279,859","143,144","160,716","196,315","196,248","211,251","225,936","258,109","247,724","233,655","203,987","203,187","301,192","163,218","179,412","226,290","220,364","237,692","266,221","271,086","281,365","242,568","221,198","227,428","318,228","189,081","199,957","228,955","223,346","282,958","265,704","304,264","303,156","230,742","269,903","249,527","313,174","213,318","199,966","234,390","233,691","292,669","278,958","334,306","297,489","260,561","280,317","234,279","334,877","223,605","229,523","241,430","257,386","278,738","269,021","357,123","294,177","265,307","279,995","243,348","343,089","203,586","213,951","245,646","260,776","271,400","292,621","334,155","304,581","289,175","275,807","253,354","373,994","197,755","223,233","266,912","256,728","299,755","300,156","318,866","338,906","289,463","275,399","269,253","411,125","219,148","228,609","276,396","256,017","305,489","294,609","321,969","351,602","276,144","279,727","280,792","347,711","228,622","228,064","258,773","282,505","319,869","314,150","356,660","352,067","281,970","304,541","278,719","374,948","237,541","246,562","290,267","277,556","325,345","323,151","361,552","400,976","344,390","336,967","286,948","399,262","252,302","263,867","316,868","312,682","347,585","364,350","407,252","397,468","340,755","338,465","317,901","451,422","255,027","294,147","348,547","296,749","394,940","435,329","434,568","451,135","383,121","373,351","353,967","488,193","281,229","308,147","382,992","336,402","416,620","450,314","437,008","488,379","376,629","414,444","373,905","495,350","304,048","310,976","389,281","371,160","441,739","459,741","443,686","509,751","386,419","412,714","391,707","493,202","339,721","346,096","421,893","400,590","474,600","469,438","551,812","509,001","445,522","468,614","408,372","524,686"
Yukon,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Northwest Territories,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"4,107","4,196","4,883","5,127","4,898","5,542","6,054","5,152","4,891","4,791","4,472","6,214","4,080","4,113","5,302","5,257","4,934","6,186","6,075","5,128","4,968","5,045","4,535","6,392","3,857","4,025","5,423","5,048","5,003","5,755","5,675","5,507","5,163","4,862","4,441","6,574","4,155","4,516","5,414","4,802","5,419","6,220","5,891","5,983","5,013","5,430","5,390","6,980","5,078","5,221","5,738","5,676","6,021","6,059","6,476","6,003","5,166","5,499","4,936","7,159","4,525","5,095","5,956","5,165","5,765","6,773","6,978","6,245","5,927","6,198","5,199","7,916",x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Nunavut,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Symbol legend:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
..,not available for a specific reference period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,suppressed to meet the confidentiality requirements of the Statistics Act,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,data quality: excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,data quality: very good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,data quality: good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,data quality: acceptable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corrections:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,Note:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-26T04:00:00Z,"On April 26th, 2019, data for the Cannabis Stores Series were corrected for the province of Ontario for reference period of October 2018.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Footnotes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,The total for retail trade excludes North American Industry Classification System (NAICS) 454.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"This CANSIM table replaces archived table 080-0014, 080-0015 and 080-0017.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"Quality indicator: Code A=Excellent. Code B=Very good. Code C=Good. Code D=Acceptable. Code E=Poor, use with caution. Code F=Unreliable (data not published).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,"Data for Northwest Territories includes Nunavut, from 1991-01 to 1998-12.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"Effective April 2018, data from 2004 onwards are based on the 2017 North American Industry Classification System (NAICS). Data prior to 2004 continue to be based on the 2007 North American Industry Classification System (NAICS).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"How to cite: Statistics Canada. Table 20-10-0008-01 Retail trade sales by province and territory (x 1,000)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=2010000801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
