Estimates,Q1 2000,Q2 2000,Q3 2000,Q4 2000,Q1 2001,Q2 2001,Q3 2001,Q4 2001,Q1 2002,Q2 2002,Q3 2002,Q4 2002,Q1 2003,Q2 2003,Q3 2003,Q4 2003,Q1 2004,Q2 2004,Q3 2004,Q4 2004,Q1 2005,Q2 2005,Q3 2005,Q4 2005,Q1 2006,Q2 2006,Q3 2006,Q4 2006,Q1 2007,Q2 2007,Q3 2007,Q4 2007,Q1 2008,Q2 2008,Q3 2008,Q4 2008,Q1 2009,Q2 2009,Q3 2009,Q4 2009,Q1 2010,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020
,Dollars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Less: imports of goods and services,"405,539","407,832","411,630","408,073","396,951","394,347","385,458","376,190","378,338","396,533","403,965","403,025","406,508","407,276","407,898","427,142","430,920","442,528","455,247","460,378","475,835","472,288","480,595","491,840","496,260","509,392","508,624","508,467","519,459","527,736","540,529","551,830","552,494","556,434","541,540","508,238","459,155","452,016","480,650","499,322","521,491","536,043","546,067","548,300","560,617","565,732","570,146","575,784","586,368","586,529","592,853","590,798","597,753","603,976","601,350","602,423","598,906","619,152","621,680","626,645","623,740","625,307","617,785","618,082","619,638","621,360","628,463","616,714","639,100","649,470","648,904","663,746","673,341","683,113","668,632","663,360","682,090","676,072","672,409","667,474","651,317","501,086","605,869"
Imports of goods,"340,407","342,456","346,026","342,675","331,775","330,583","322,796","314,153","316,666","330,743","337,162","336,481","339,596","339,540","335,764","350,492","354,789","366,942","379,097","381,548","395,361","392,349","398,217","408,427","411,424","424,151","422,002","423,274","433,656","437,723","449,173","452,376","452,946","459,452","446,158","419,535","369,953","361,813","388,429","402,952","418,620","431,965","443,816","441,903","453,601","455,904","461,646","467,564","472,932","474,004","477,900","475,852","482,748","488,594","486,768","488,450","484,076","500,657","503,480","508,185","504,566","502,920","497,313","497,170","498,588","498,591","506,135","493,572","514,237","525,501","520,727","533,909","539,956","550,289","536,377","531,137","550,246","546,379","542,844","534,021","525,192","419,390","524,611"
Imports of services,"65,409","65,645","65,844","65,664","65,548","64,073","62,980","62,377","61,995","66,161","67,174","66,911","67,276","68,112","72,534","77,066","76,565","76,059","76,633","79,331","80,994","80,455","82,907","83,948","85,376","85,806","87,177","85,768","86,423","90,563","91,950","99,810","99,905","97,399","95,785","89,076","89,130","89,978","92,221","96,336","102,725","103,995","102,327","106,326","106,983","109,777","108,469","108,189","113,446","112,525","114,950","114,939","115,021","115,420","114,630","114,053","114,861","118,524","118,264","118,516","119,195","122,360","120,460","120,902","121,042","122,718","122,345","123,058","124,870","124,091","128,122","129,838","133,315","132,869","132,195","132,117","131,973","129,893","129,718","133,196","126,260","83,622","85,822"
Statistical discrepancy,"2,085","2,201","1,701",-609,766,-674,"-1,235",563,"1,883",683,"1,241",-90,"2,476","1,607",54,210,"1,035",-33,-76,279,-362,"1,153","1,661",-286,-935,867,-870,-40,"-1,076",-760,"-1,316","-1,131",-76,572,"-1,200",-664,-226,"-1,437","-1,593",-414,-889,"-1,115","-2,237","-1,493","-1,178",-923,"-1,253",-823,"-1,509","-1,193",-404,"-1,022","-1,387",521,"1,581","-1,149","-1,504",-212,234,-681,-211,-794,"-1,228","-1,129","1,140","1,481","1,225","1,252","-1,808",-170,-982,-97,-649,"-1,306","1,989","2,011","-1,561",-700,"1,223","1,584",630,"1,069","-1,516"
Gross domestic product at market prices,"1,426,823","1,443,782","1,458,465","1,460,962","1,468,700","1,472,658","1,471,677","1,480,637","1,502,613","1,511,469","1,524,550","1,532,914","1,541,396","1,539,123","1,544,874","1,555,533","1,566,737","1,585,347","1,604,061","1,615,585","1,621,176","1,632,938","1,652,719","1,669,060","1,682,596","1,683,465","1,688,166","1,694,895","1,705,736","1,722,263","1,729,494","1,731,459","1,732,786","1,739,053","1,753,314","1,732,984","1,693,824","1,675,340","1,682,878","1,702,503","1,723,041","1,732,057","1,744,332","1,763,825","1,777,148","1,780,610","1,805,176","1,819,392","1,820,558","1,826,496","1,828,984","1,832,766","1,849,206","1,859,938","1,875,096","1,894,795","1,897,892","1,915,226","1,933,594","1,946,974","1,936,275","1,931,005","1,937,835","1,939,286","1,949,923","1,940,335","1,960,344","1,971,351","1,992,778","2,013,165","2,021,658","2,032,130","2,045,483","2,058,719","2,072,807","2,078,537","2,080,371","2,102,613","2,112,119","2,114,113","2,074,528","1,839,804","2,003,084"
Final domestic demand,"1,280,943","1,292,158","1,306,319","1,310,899","1,327,841","1,336,415","1,342,814","1,345,048","1,359,592","1,374,753","1,383,719","1,394,679","1,404,119","1,414,976","1,432,161","1,442,359","1,462,121","1,470,323","1,485,545","1,499,904","1,519,533","1,536,466","1,553,695","1,573,338","1,593,853","1,608,569","1,619,099","1,632,460","1,646,553","1,664,805","1,679,751","1,702,136","1,722,571","1,729,403","1,726,576","1,703,045","1,658,947","1,667,167","1,689,397","1,715,585","1,743,096","1,759,525","1,773,366","1,792,651","1,799,553","1,809,185","1,816,871","1,827,912","1,846,062","1,851,080","1,859,048","1,867,550","1,872,842","1,880,714","1,890,440","1,900,704","1,905,868","1,918,037","1,932,521","1,945,629","1,932,498","1,925,965","1,930,683","1,934,364","1,930,309","1,936,603","1,945,303","1,946,861","1,974,633","1,993,328","2,010,688","2,035,278","2,045,712","2,056,621","2,056,175","2,052,218","2,070,317","2,072,756","2,089,858","2,093,497","2,060,672","1,825,639","2,023,141"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Symbol legend:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Footnotes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"How to cite: Statistics Canada. Table 36-10-0104-01 Gross domestic product, expenditure-based, Canada, quarterly (x 1,000,000)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610010401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOI: https://doi.org/10.25318/3610010401-eng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
